0,0.0173 
0.0005,0.0173 
0.001,0.0173 
0.0015,0.0173 
0.002,0.0173 
0.0025,0.0173 
0.003,0.0173 
0.0035,0.0173 
0.004,0.0173 
0.0045,0.0173 
0.005,0.0173 
0.0055,0.0173 
0.006,0.0173 
0.0065,0.0173 
0.007,0.0173 
0.0075,0.0173 
0.008,0.0173 
0.0085,0.0173 
0.009,0.0172939 
0.0095,0.0172638 
0.01,0.0172085 
0.0105,0.0171274 
0.011,0.01702 
0.0115,0.0168853 
0.012,0.0167222 
0.0125,0.0165292 
0.013,0.0163043 
0.0135,0.0160451 
0.014,0.0157485 
0.0145,0.0154103 
0.015,0.0150251 
0.0155,0.0145886 
0.016,0.0141384 
0.0165,0.0136882 
0.017,0.013238 
0.0175,0.0127878 
0.018,0.0123453 
0.0185,0.0119515 
0.019,0.0116057 
0.0195,0.0113024 
0.02,0.0110371 
0.0205,0.0108066 
0.021,0.0106084 
0.0215,0.0104403 
0.022,0.0103009 
0.0225,0.0101889 
0.023,0.0101035 
0.0235,0.0100438 
0.024,0.0100095 
0.0245,0.01 
0.025,0.01 
0.0255,0.0100002 
0.026,0.010016 
0.0265,0.0100569 
0.027,0.0101233 
0.0275,0.0102156 
0.028,0.0103346 
0.0285,0.0104814 
0.029,0.0106571 
0.0295,0.0108636 
0.03,0.0111029 
0.0305,0.0113774 
0.031,0.0116615 
0.0315,0.0119389 
0.032,0.01221 
0.0325,0.0124753 
0.033,0.012735 
0.0335,0.0129895 
0.034,0.0132391 
0.0345,0.0134841 
0.035,0.0137247 
0.0355,0.0139612 
0.036,0.0141937 
0.0365,0.0144225 
0.037,0.0146477 
0.0375,0.0148695 
0.038,0.0150881 
0.0385,0.0153035 
0.039,0.0155159 
0.0395,0.0157255 
0.04,0.0159323 
0.0405,0.0161364 
0.041,0.016338 
0.0415,0.0165372 
0.042,0.016734 
0.0425,0.0169284 
0.043,0.0171207 
0.0435,0.0173109 
0.044,0.017499 
0.0445,0.017685 
0.045,0.0178692 
0.0455,0.0180514 
0.046,0.0182319 
0.0465,0.0184106 
0.047,0.0185875 
0.0475,0.0187628 
0.048,0.0189365 
0.0485,0.0191085 
0.049,0.0192791 
0.0495,0.0194481 
0.05,0.0196157 
0.0505,0.0197819 
0.051,0.0199467 
0.0515,0.0201102 
0.052,0.0202723 
0.0525,0.0204331 
0.053,0.0205927 
0.0535,0.0207511 
0.054,0.0209082 
0.0545,0.0210642 
0.055,0.021219 
0.0555,0.0213728 
0.056,0.0215254 
0.0565,0.0216769 
0.057,0.0218274 
0.0575,0.0219769 
0.058,0.0221253 
0.0585,0.0222728 
0.059,0.0224193 
0.0595,0.0225648 
0.06,0.0227094 
0.0605,0.0228531 
0.061,0.0229959 
0.0615,0.0231378 
0.062,0.0232789 
0.0625,0.0234191 
0.063,0.0235584 
0.0635,0.023697 
0.064,0.0238347 
0.0645,0.0239717 
0.065,0.0241078 
0.0655,0.0242432 
0.066,0.0243779 
0.0665,0.0245118 
0.067,0.024645 
0.0675,0.0247775 
0.068,0.0249092 
0.0685,0.0250403 
0.069,0.0251707 
0.0695,0.0253004 
0.07,0.0254295 
0.0705,0.0255579 
0.071,0.0256856 
0.0715,0.0258128 
0.072,0.0259393 
0.0725,0.0260652 
0.073,0.0261904 
0.0735,0.0263151 
0.074,0.0264392 
0.0745,0.0265628 
0.075,0.0266857 
0.0755,0.0268081 
0.076,0.0269299 
0.0765,0.0270512 
0.077,0.027172 
0.0775,0.0272922 
0.078,0.0274119 
0.0785,0.027531 
0.079,0.0276497 
0.0795,0.0277678 
0.08,0.0278854 
0.0805,0.0280026 
0.081,0.0281192 
0.0815,0.0282354 
0.082,0.0282843 
