0,0,0.0005,0
0,0,0,0.00173
0.0005,0,0.0005,0.00173
0,0.00173,0.0005,0.00173
0,0.00173,0.0005,0.00173
0,0.00173,0,0.00346
0.0005,0.00173,0.0005,0.00346
0,0.00346,0.0005,0.00346
0,0.00346,0.0005,0.00346
0,0.00346,0,0.00519
0.0005,0.00346,0.0005,0.00519
0,0.00519,0.0005,0.00519
0,0.00519,0.0005,0.00519
0,0.00519,0,0.00692
0.0005,0.00519,0.0005,0.00692
0,0.00692,0.0005,0.00692
0,0.00692,0.0005,0.00692
0,0.00692,0,0.00865
0.0005,0.00692,0.0005,0.00865
0,0.00865,0.0005,0.00865
0,0.00865,0.0005,0.00865
0,0.00865,0,0.01038
0.0005,0.00865,0.0005,0.01038
0,0.01038,0.0005,0.01038
0,0.01038,0.0005,0.01038
0,0.01038,0,0.01211
0.0005,0.01038,0.0005,0.01211
0,0.01211,0.0005,0.01211
0,0.01211,0.0005,0.01211
0,0.01211,0,0.01384
0.0005,0.01211,0.0005,0.01384
0,0.01384,0.0005,0.01384
0,0.01384,0.0005,0.01384
0,0.01384,0,0.01557
0.0005,0.01384,0.0005,0.01557
0,0.01557,0.0005,0.01557
0,0.01557,0.0005,0.01557
0,0.01557,0,0.0173
0.0005,0.01557,0.0005,0.0173
0,0.0173,0.0005,0.0173
0.0005,0,0.001,0
0.0005,0,0.0005,0.00173
0.001,0,0.001,0.00173
0.0005,0.00173,0.001,0.00173
0.0005,0.00173,0.001,0.00173
0.0005,0.00173,0.0005,0.00346
0.001,0.00173,0.001,0.00346
0.0005,0.00346,0.001,0.00346
0.0005,0.00346,0.001,0.00346
0.0005,0.00346,0.0005,0.00519
0.001,0.00346,0.001,0.00519
0.0005,0.00519,0.001,0.00519
0.0005,0.00519,0.001,0.00519
0.0005,0.00519,0.0005,0.00692
0.001,0.00519,0.001,0.00692
0.0005,0.00692,0.001,0.00692
0.0005,0.00692,0.001,0.00692
0.0005,0.00692,0.0005,0.00865
0.001,0.00692,0.001,0.00865
0.0005,0.00865,0.001,0.00865
0.0005,0.00865,0.001,0.00865
0.0005,0.00865,0.0005,0.01038
0.001,0.00865,0.001,0.01038
0.0005,0.01038,0.001,0.01038
0.0005,0.01038,0.001,0.01038
0.0005,0.01038,0.0005,0.01211
0.001,0.01038,0.001,0.01211
0.0005,0.01211,0.001,0.01211
0.0005,0.01211,0.001,0.01211
0.0005,0.01211,0.0005,0.01384
0.001,0.01211,0.001,0.01384
0.0005,0.01384,0.001,0.01384
0.0005,0.01384,0.001,0.01384
0.0005,0.01384,0.0005,0.01557
0.001,0.01384,0.001,0.01557
0.0005,0.01557,0.001,0.01557
0.0005,0.01557,0.001,0.01557
0.0005,0.01557,0.0005,0.0173
0.001,0.01557,0.001,0.0173
0.0005,0.0173,0.001,0.0173
0.001,0,0.0015,0
0.001,0,0.001,0.00173
0.0015,0,0.0015,0.00173
0.001,0.00173,0.0015,0.00173
0.001,0.00173,0.0015,0.00173
0.001,0.00173,0.001,0.00346
0.0015,0.00173,0.0015,0.00346
0.001,0.00346,0.0015,0.00346
0.001,0.00346,0.0015,0.00346
0.001,0.00346,0.001,0.00519
0.0015,0.00346,0.0015,0.00519
0.001,0.00519,0.0015,0.00519
0.001,0.00519,0.0015,0.00519
0.001,0.00519,0.001,0.00692
0.0015,0.00519,0.0015,0.00692
0.001,0.00692,0.0015,0.00692
0.001,0.00692,0.0015,0.00692
0.001,0.00692,0.001,0.00865
0.0015,0.00692,0.0015,0.00865
0.001,0.00865,0.0015,0.00865
0.001,0.00865,0.0015,0.00865
0.001,0.00865,0.001,0.01038
0.0015,0.00865,0.0015,0.01038
0.001,0.01038,0.0015,0.01038
0.001,0.01038,0.0015,0.01038
0.001,0.01038,0.001,0.01211
0.0015,0.01038,0.0015,0.01211
0.001,0.01211,0.0015,0.01211
0.001,0.01211,0.0015,0.01211
0.001,0.01211,0.001,0.01384
0.0015,0.01211,0.0015,0.01384
0.001,0.01384,0.0015,0.01384
0.001,0.01384,0.0015,0.01384
0.001,0.01384,0.001,0.01557
0.0015,0.01384,0.0015,0.01557
0.001,0.01557,0.0015,0.01557
0.001,0.01557,0.0015,0.01557
0.001,0.01557,0.001,0.0173
0.0015,0.01557,0.0015,0.0173
0.001,0.0173,0.0015,0.0173
0.0015,0,0.002,0
0.0015,0,0.0015,0.00173
0.002,0,0.002,0.00173
0.0015,0.00173,0.002,0.00173
0.0015,0.00173,0.002,0.00173
0.0015,0.00173,0.0015,0.00346
0.002,0.00173,0.002,0.00346
0.0015,0.00346,0.002,0.00346
0.0015,0.00346,0.002,0.00346
0.0015,0.00346,0.0015,0.00519
0.002,0.00346,0.002,0.00519
0.0015,0.00519,0.002,0.00519
0.0015,0.00519,0.002,0.00519
0.0015,0.00519,0.0015,0.00692
0.002,0.00519,0.002,0.00692
0.0015,0.00692,0.002,0.00692
0.0015,0.00692,0.002,0.00692
0.0015,0.00692,0.0015,0.00865
0.002,0.00692,0.002,0.00865
0.0015,0.00865,0.002,0.00865
0.0015,0.00865,0.002,0.00865
0.0015,0.00865,0.0015,0.01038
0.002,0.00865,0.002,0.01038
0.0015,0.01038,0.002,0.01038
0.0015,0.01038,0.002,0.01038
0.0015,0.01038,0.0015,0.01211
0.002,0.01038,0.002,0.01211
0.0015,0.01211,0.002,0.01211
0.0015,0.01211,0.002,0.01211
0.0015,0.01211,0.0015,0.01384
0.002,0.01211,0.002,0.01384
0.0015,0.01384,0.002,0.01384
0.0015,0.01384,0.002,0.01384
0.0015,0.01384,0.0015,0.01557
0.002,0.01384,0.002,0.01557
0.0015,0.01557,0.002,0.01557
0.0015,0.01557,0.002,0.01557
0.0015,0.01557,0.0015,0.0173
0.002,0.01557,0.002,0.0173
0.0015,0.0173,0.002,0.0173
0.002,0,0.0025,0
0.002,0,0.002,0.00173
0.0025,0,0.0025,0.00173
0.002,0.00173,0.0025,0.00173
0.002,0.00173,0.0025,0.00173
0.002,0.00173,0.002,0.00346
0.0025,0.00173,0.0025,0.00346
0.002,0.00346,0.0025,0.00346
0.002,0.00346,0.0025,0.00346
0.002,0.00346,0.002,0.00519
0.0025,0.00346,0.0025,0.00519
0.002,0.00519,0.0025,0.00519
0.002,0.00519,0.0025,0.00519
0.002,0.00519,0.002,0.00692
0.0025,0.00519,0.0025,0.00692
0.002,0.00692,0.0025,0.00692
0.002,0.00692,0.0025,0.00692
0.002,0.00692,0.002,0.00865
0.0025,0.00692,0.0025,0.00865
0.002,0.00865,0.0025,0.00865
0.002,0.00865,0.0025,0.00865
0.002,0.00865,0.002,0.01038
0.0025,0.00865,0.0025,0.01038
0.002,0.01038,0.0025,0.01038
0.002,0.01038,0.0025,0.01038
0.002,0.01038,0.002,0.01211
0.0025,0.01038,0.0025,0.01211
0.002,0.01211,0.0025,0.01211
0.002,0.01211,0.0025,0.01211
0.002,0.01211,0.002,0.01384
0.0025,0.01211,0.0025,0.01384
0.002,0.01384,0.0025,0.01384
0.002,0.01384,0.0025,0.01384
0.002,0.01384,0.002,0.01557
0.0025,0.01384,0.0025,0.01557
0.002,0.01557,0.0025,0.01557
0.002,0.01557,0.0025,0.01557
0.002,0.01557,0.002,0.0173
0.0025,0.01557,0.0025,0.0173
0.002,0.0173,0.0025,0.0173
0.0025,0,0.003,0
0.0025,0,0.0025,0.00173
0.003,0,0.003,0.00173
0.0025,0.00173,0.003,0.00173
0.0025,0.00173,0.003,0.00173
0.0025,0.00173,0.0025,0.00346
0.003,0.00173,0.003,0.00346
0.0025,0.00346,0.003,0.00346
0.0025,0.00346,0.003,0.00346
0.0025,0.00346,0.0025,0.00519
0.003,0.00346,0.003,0.00519
0.0025,0.00519,0.003,0.00519
0.0025,0.00519,0.003,0.00519
0.0025,0.00519,0.0025,0.00692
0.003,0.00519,0.003,0.00692
0.0025,0.00692,0.003,0.00692
0.0025,0.00692,0.003,0.00692
0.0025,0.00692,0.0025,0.00865
0.003,0.00692,0.003,0.00865
0.0025,0.00865,0.003,0.00865
0.0025,0.00865,0.003,0.00865
0.0025,0.00865,0.0025,0.01038
0.003,0.00865,0.003,0.01038
0.0025,0.01038,0.003,0.01038
0.0025,0.01038,0.003,0.01038
0.0025,0.01038,0.0025,0.01211
0.003,0.01038,0.003,0.01211
0.0025,0.01211,0.003,0.01211
0.0025,0.01211,0.003,0.01211
0.0025,0.01211,0.0025,0.01384
0.003,0.01211,0.003,0.01384
0.0025,0.01384,0.003,0.01384
0.0025,0.01384,0.003,0.01384
0.0025,0.01384,0.0025,0.01557
